520	9104763
521	9920431
522	10575743
523	11226029
524	11725019
525	12105648
526	12395981
527	12546559
528	12613278
529	12552555
530	12397022
531	12190513
532	11888968
533	11554881
534	11205782
535	10762569
536	10416107
537	9945584
538	9526670
539	9075537
540	8644848
541	8245250
542	7868476
543	7485865
544	7128233
545	6734252
546	6477970
547	6152716
548	5891581
549	5641737
550	5427796
551	5211272
552	5014675
553	4869852
554	4698493
555	4552147
556	4425044
557	4310383
558	4195073
559	4099265
560	4008534
561	3900607
562	3802092
563	3719185
564	3628021
565	3516989
566	3431225
567	3341984
568	3225822
569	3163916
570	3046941
571	2945557
572	2855369
573	2748470
574	2652058
575	2549165
576	2444671
577	2344861
578	2241091
579	2137578
580	2037823
581	1949333
582	1850548
583	1766272
584	1681740
585	1606878
586	1514521
587	1434556
588	1357504
589	1288212
590	1226033
591	1154851
592	1089255
593	1052394
594	987649
595	935144
596	894982
597	850259
598	804021
599	770232
600	731789
601	694208
602	662918
603	632778
604	601709
605	577262
606	553932
607	530669
608	510750
609	485239
610	467246
611	446489
612	426721
613	414310
614	393492
615	377701
616	360793
617	350779
618	331814
619	313579
620	302568
621	286500
622	278968
623	264125
624	255073
625	245618
626	231914
627	222157
628	210245
629	204271
630	190284
631	183380
632	170985
633	164327
634	154167
635	147713
636	139360
637	129618
638	128542
639	119511
640	114220
641	108660
642	100794
643	94544
644	89743
645	83201
646	80556
647	75142
648	70334
649	66212
650	65450

