472	1075667
473	1238444
474	1423234
475	1616654
476	1832893
477	2073114
478	2325303
479	2585007
480	2885297
481	3179124
482	3470915
483	3779761
484	4047196
485	4304155
486	4503730
487	4729557
488	4883296
489	5003293
490	5078034
491	5122149
492	5161141
493	5126447
494	5061272
495	4997477
496	4903440
497	4822634
498	4663177
499	4572547
500	4449015
501	4306180
502	4196947
503	4085227
504	3990886
505	3896235
506	3817073
507	3779904
508	3762326
509	3759423
510	3789042
511	3843277
512	3973601
513	4110574
514	4295773
515	4501181
516	4767500
517	5040603
518	5340404
519	5656744
520	5969540
521	6261587
522	6516175
523	6745594
524	6937468
525	7076846
526	7127985
527	7143289
528	7123791
529	7066024
530	6940165
531	6785723
532	6589583
533	6418940
534	6153751
535	5903118
536	5686512
537	5430944
538	5189078
539	4922968
540	4676435
541	4480007
542	4237326
543	4014409
544	3829654
545	3638354
546	3467041
547	3315941
548	3162216
549	3011244
550	2883220
551	2759969
552	2670419
553	2571117
554	2475141
555	2384625
556	2330426
557	2251013
558	2176205
559	2130716
560	2066910
561	2013959
562	1950444
563	1891638
564	1837624
565	1798655
566	1729958
567	1675680
568	1625716
569	1573710
570	1529779
571	1474644
572	1417245
573	1369395
574	1319474
575	1254659
576	1208010
577	1153642
578	1108079
579	1048298
580	1003513
581	961176
582	911302
583	865521
584	832348
585	786289
586	735577
587	714950
588	666772
589	634045
590	599120
591	569614
592	536684
593	513823
594	487160
595	468910
596	435007
597	419473
598	393327
599	376145
600	362435
601	340258
602	332842
603	315350
604	299417
605	280772
606	271348
607	256122
608	245186
609	239038
610	228535
611	217457
612	212527
613	201158
614	194217
615	184808
616	178686
617	173634
618	162681
619	156089
620	152821
621	143089
622	136395
623	127936
624	123190
625	115285
626	114082
627	108837
628	99367
629	99402
630	92477
631	90433
632	87179
633	81402
634	77560
635	72880
636	69163
637	65661
638	63018
639	61047
640	55870
641	52007
642	51934
643	47652
644	45614
645	40554
646	38869
647	38075
648	35276
649	34664
650	32264

