0	0	0	0
1	167	1	221
2	168	1	221
3	167	1	221
4	165	1	222
5	162	2	222
6	162	2	222
7	158	2	223
8	154	2	224
9	148	2	224
10	142	3	225
11	136	3	226
12	131	3	226
13	126	3	227
14	120	3	227
15	115	3	228
16	109	3	229
17	109	3	229
18	104	2	230
19	98	2	230
20	93	2	231
21	88	2	232
22	82	2	233
23	77	2	234
24	71	3	235
25	66	3	236
26	61	4	237
27	56	5	238
28	56	5	238
29	51	6	239
30	46	7	239
31	42	9	240
32	37	10	241
33	33	12	242
34	30	13	243
35	26	15	244
36	23	17	245
37	20	18	245
38	20	18	245
39	17	20	246
40	14	22	247
41	12	24	247
42	10	25	248
43	8	27	248
44	6	28	249
45	5	30	249
46	4	31	250
47	3	32	250
48	3	33	251
49	3	33	251
50	3	34	251
51	3	35	251
52	3	36	252
53	3	36	252
54	3	37	252
55	4	38	253
56	4	39	253
57	4	40	253
58	4	41	253
59	4	41	253
60	4	43	254
61	5	44	254
62	5	46	254
63	5	48	254
64	5	50	254
65	5	52	254
66	5	54	254
67	5	56	254
68	5	59	254
69	5	61	254
70	5	61	254
71	5	64	254
72	6	67	254
73	6	69	254
74	6	72	254
75	6	75	254
76	6	78	254
77	6	82	254
78	6	85	254
79	6	88	253
80	7	91	253
81	7	91	253
82	7	95	252
83	7	98	251
84	7	101	250
85	7	104	249
86	7	107	248
87	7	111	246
88	7	114	245
89	8	117	243
90	8	120	241
91	8	120	241
92	8	123	239
93	8	126	236
94	8	130	233
95	8	133	230
96	8	136	227
97	8	139	224
98	9	142	220
99	9	145	216
100	9	148	212
101	9	152	208
102	9	152	208
103	9	155	203
104	9	158	199
105	10	161	194
106	10	164	189
107	11	167	184
108	11	170	179
109	12	174	174
110	12	177	168
111	13	180	163
112	14	183	157
113	14	183	157
114	14	186	151
115	15	189	146
116	16	192	140
117	17	196	134
118	18	199	129
119	20	202	123
120	21	205	117
121	22	208	112
122	23	212	106
123	23	212	106
124	24	215	101
125	26	218	95
126	27	221	90
127	28	224	84
128	30	227	79
129	31	230	75
130	33	233	70
131	35	236	66
132	36	238	62
133	38	240	58
134	38	240	58
135	41	242	54
136	43	244	51
137	46	246	49
138	49	248	46
139	52	249	44
140	55	250	42
141	59	251	40
142	63	252	39
143	68	253	38
144	68	253	38
145	73	253	37
146	78	254	36
147	83	254	35
148	88	254	35
149	94	254	34
150	99	254	34
151	105	254	34
152	111	254	34
153	117	254	33
154	123	254	33
155	123	254	33
156	128	254	33
157	134	254	32
158	139	254	32
159	145	254	32
160	150	254	31
161	155	254	31
162	159	254	31
163	164	254	31
164	168	254	31
165	172	253	30
166	172	253	30
167	176	252	30
168	180	251	30
169	183	250	30
170	187	249	30
171	190	247	30
172	194	246	30
173	197	244	30
174	201	242	30
175	204	240	30
176	204	240	30
177	208	237	30
178	211	235	30
179	215	232	30
180	219	229	30
181	222	227	30
182	226	223	30
183	229	220	30
184	232	217	30
185	235	214	30
186	237	211	30
187	237	211	30
188	240	208	29
189	242	204	29
190	245	201	29
191	247	198	29
192	248	195	28
193	250	192	28
194	251	189	28
195	252	186	27
196	253	182	27
197	254	179	26
198	254	179	26
199	254	176	26
200	254	172	25
201	254	169	25
202	254	166	24
203	254	162	23
204	254	159	23
205	254	155	22
206	254	152	22
207	254	148	21
208	254	148	21
209	254	144	21
210	254	141	20
211	254	137	20
212	254	134	19
213	254	130	19
214	254	127	18
215	254	123	18
216	254	119	17
217	254	116	17
218	254	112	16
219	254	112	16
220	254	109	16
221	254	105	15
222	254	101	15
223	254	98	14
224	254	94	14
225	254	90	13
226	254	87	13
227	254	83	12
228	254	79	12
229	254	79	12
230	254	75	11
231	254	72	11
232	254	68	10
233	254	64	10
234	254	61	9
235	254	57	9
236	254	53	8
237	254	49	8
238	254	45	7
239	254	41	7
240	254	41	7
241	254	38	6
242	254	34	6
243	254	30	6
244	254	27	5
245	254	24	5
246	254	20	4
247	254	16	4
248	254	13	4
249	254	9	3
250	254	6	3
251	254	6	3
252	254	4	2
253	254	2	2
254	254	1	2
255	254	2	2
